exp_name,max_total,balance,rep_count,tflite_kb,ms_keras,ms_tflite,delta_mse,delta_mae,delta_max,in_scale,in_zp,out_scale,out_zp,rep_path,tflite_path,status,note,yk_min,yk_max,yt_min,yt_max,delta_range_obs,delta_mse_obs,delta_mae_obs,delta_rmse_obs,delta_max_obs,keras_ms_observed,tflite_ms_observed,n_windows_eval,repr_out_min,repr_out_max,repr_out_width,lsb_out,sat_lo_cnt,sat_hi_cnt,delta_rmse
mt3000_b0p55,3000,0.55,3000,141.99,0.556,0.019,0.1210267,0.2038551,1.986807,0.3879585564136505,-81,0.05215125158429146,61,qbench_sweep_20251027_165731/experiments/mt3000_b0p55/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt3000_b0p55/tflite/model_int8_full.tflite,OK,,-1.4096004962921143,1.5914522409439087,-2.5032601356506348,2.19035267829895,1.692560076713562,0.401057630777359,0.48851433396339417,0.6332911106097724,2.029970169067383,0.7852464914321899,0.030744820833206177,64.0,-9.856586549431086,3.4419826045632362,13.298569153994322,0.05215125158429146,0.0,0.0,0.34788891905319436
mt3000_b0p6,3000,0.6,3000,141.99,0.551,0.021,0.1741441,0.2708057,2.796539,1.6012954711914062,-117,0.05229068174958229,61,qbench_sweep_20251027_165731/experiments/mt3000_b0p6/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt3000_b0p6/tflite/model_int8_full.tflite,OK,,-1.470841407775879,1.629787802696228,-2.4576621055603027,2.091627359390259,1.4486602544784546,0.4743490219116211,0.5382688641548157,0.6887300065422016,2.4298667907714844,0.7659755647182465,0.03327801823616028,64.0,-9.882938850671053,3.451184995472431,13.334123846143484,0.05229068174958229,0.0,0.0,0.4173057632000785
mt4000_b0p25,4000,0.25,4000,141.99,0.551,0.019,0.2093523,0.3088194,2.321181,0.17049096524715424,-20,0.05205581337213516,62,qbench_sweep_20251027_165731/experiments/mt4000_b0p25/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p25/tflite/model_int8_full.tflite,OK,,-1.3350675106048584,1.2996022701263428,-2.550734758377075,2.3945674896240234,2.3106324672698975,0.4269658923149109,0.4942646920681,0.6534262715218228,2.1006622314453125,0.7798299193382263,0.03112107515335083,64.0,-9.89060454070568,3.3836278691887856,13.274232409894466,0.05205581337213516,0.0,0.0,0.4575503251009663
mt4000_b0p3,4000,0.3,4000,141.99,0.55,0.02,0.1914243,0.289986,2.406653,0.17049096524715424,-20,0.05205581337213516,62,qbench_sweep_20251027_165731/experiments/mt4000_b0p3/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p3/tflite/model_int8_full.tflite,OK,,-1.4188387393951416,1.2996022701263428,-2.4986791610717773,1.9781209230422974,1.7583590745925903,0.45987385511398315,0.5088938474655151,0.678139996692411,3.041534900665283,0.77863410115242,0.030510127544403076,64.0,-9.89060454070568,3.3836278691887856,13.274232409894466,0.05205581337213516,0.0,0.0,0.4375206280851224
mt4000_b0p35,4000,0.35,4000,141.99,0.557,0.018,0.1818906,0.2736924,2.184982,0.17049096524715424,-20,0.05215125158429146,61,qbench_sweep_20251027_165731/experiments/mt4000_b0p35/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p35/tflite/model_int8_full.tflite,OK,,-1.388556718826294,1.5420703887939453,-2.8161675930023193,2.3989574909210205,2.2844979763031006,0.4820934236049652,0.5277713537216187,0.6943294777013037,2.6582276821136475,0.7584951817989349,0.030819326639175415,64.0,-9.856586549431086,3.4419826045632362,13.298569153994322,0.05215125158429146,0.0,0.0,0.4264863421025344
mt4000_b0p4,4000,0.4,4000,141.99,0.49,0.019,0.1662592,0.2540513,2.250505,0.17049096524715424,-20,0.05215125158429146,61,qbench_sweep_20251027_165731/experiments/mt4000_b0p4/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p4/tflite/model_int8_full.tflite,OK,,-1.4281423091888428,1.6227413415908813,-2.60756254196167,2.2946550846099854,1.8513339757919312,0.43200865387916565,0.5012916326522827,0.6572736522021597,2.340174674987793,0.7753409445285797,0.03138929605484009,64.0,-9.856586549431086,3.4419826045632362,13.298569153994322,0.05215125158429146,0.0,0.0,0.40774894236527454
mt4000_b0p45,4000,0.45,4000,141.99,0.552,0.021,0.2063235,0.3085979,2.269405,1.6012954711914062,-117,0.05229068174958229,61,qbench_sweep_20251027_165731/experiments/mt4000_b0p45/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p45/tflite/model_int8_full.tflite,OK,,-1.4918670654296875,1.6723145246505737,-3.0851502418518066,2.143918037414551,2.064886689186096,0.6166918277740479,0.6122187376022339,0.7852972862388153,3.6373720169067383,0.7811486721038818,0.032551586627960205,64.0,-9.882938850671053,3.451184995472431,13.334123846143484,0.05229068174958229,0.0,0.0,0.4542284667433339
mt4000_b0p5,4000,0.5,4000,141.99,0.556,0.021,0.2437963,0.3290761,2.797929,1.6012954711914062,-117,0.05356369912624359,56,qbench_sweep_20251027_165731/experiments/mt4000_b0p5/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p5/tflite/model_int8_full.tflite,OK,,-1.4269524812698364,1.6743472814559937,-2.4103665351867676,1.928293228149414,1.2373600006103516,0.645879864692688,0.6270610690116882,0.8036665133578031,2.4670889377593994,0.7623247802257538,0.03382936120033264,64.0,-9.85572063922882,3.803022637963295,13.658743277192116,0.05356369912624359,0.0,0.0,0.493757329059529
mt4000_b0p55,4000,0.55,4000,141.99,0.552,0.022,0.2297484,0.3259656,2.600241,1.6012954711914062,-117,0.05356369912624359,56,qbench_sweep_20251027_165731/experiments/mt4000_b0p55/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p55/tflite/model_int8_full.tflite,OK,,-1.398541808128357,1.6022310256958008,-2.7853124141693115,2.088984251022339,1.8735238313674927,0.6809895634651184,0.6491203308105469,0.8252209179759796,2.5351710319519043,0.7809996604919434,0.032920390367507935,64.0,-9.85572063922882,3.803022637963295,13.658743277192116,0.05356369912624359,0.0,0.0,0.47932076942273216
mt4000_b0p6,4000,0.6,4000,141.99,0.551,0.022,0.2403953,0.3229198,2.613358,1.6568186283111572,-117,0.05356369912624359,56,qbench_sweep_20251027_165731/experiments/mt4000_b0p6/rep/rep_windows_balanced.npz,qbench_sweep_20251027_165731/experiments/mt4000_b0p6/tflite/model_int8_full.tflite,OK,,-1.4188529253005981,1.6177469491958618,-2.4103665351867676,1.9818568229675293,1.355623483657837,0.6552813649177551,0.6314181089401245,0.809494511975069,2.5913515090942383,0.7788948714733124,0.03431737422943115,64.0,-9.85572063922882,3.803022637963295,13.658743277192116,0.05356369912624359,0.0,0.0,0.4903012339368523
